timestamp,asset,action,size,entry_price,exit_price,sl,tp,pnl,net_pnl,fees,equity_before,equity_after,hold_time,exit_reason,rr_ratio
2025-01-02 20:25:00,USDCHF,SELL,1.6008088320177931,0.90929216,0.9084103,0.9098746,0.9084103,0.15524982,0.15518579,6.403235328071173e-05,9.999903960034745,10.155121,165,TP,1.5140395
2025-01-02 20:40:00,USDCHF,SELL,1.62587571144104,0.90837896,0.9091376,0.9091376,0.90722984,-0.13578774,-0.13585277,6.503502663690597e-05,10.155088424682617,10.019268,15,SL,1.5146039
2025-01-02 20:50:00,EURUSD,SELL,1.600513905286789,1.0297961,1.0284537,1.0306836,1.0284537,0.20863888,0.20857486,6.402055621147156e-05,10.019235610961914,10.227842,190,TP,1.5125926
2025-01-02 20:55:00,GBPUSD,SELL,1.6006755254572738,1.2409333,1.2393535,1.2419776,1.2393535,0.20377287,0.20370884,6.402702101829095e-05,10.22780990600586,10.43155,195,TP,1.5128689
2025-01-02 21:45:00,GBPUSD,BUY,1.6706191301345825,1.2388796,1.2411516,1.2373788,1.2411516,0.30637872,0.3063119,6.682476669084281e-05,10.431516647338867,10.737862,50,TP,1.5138884
2025-01-02 22:00:00,EURUSD,BUY,1.6377718448638916,1.0280687,1.0298734,1.0268764,1.0298734,0.28750047,0.28743497,6.551087426487356e-05,10.73782730102539,11.025295,70,TP,1.5137292
2025-01-03 00:15:00,XAUUSD,BUY,1.7648124694824219,2641.3564,2637.9285,2637.9285,2646.547,-0.2290391,-0.22910969,7.059249765006825e-05,11.025259971618652,10.7961855,135,SL,1.5142101
2025-01-06 00:00:00,USDCHF,BUY,1.6048153638839722,0.9092792,0.9083186,0.9083186,0.9107347,-0.16954778,-0.16961198,6.419261626433581e-05,10.796151161193848,10.626571,230,SL,1.5151156
2025-01-06 01:30:00,USDCHF,SELL,1.7011549472808838,0.9082547,0.90914375,0.90914375,0.90690845,-0.1665209,-0.16658895,6.804619624745101e-05,10.62653636932373,10.459981,90,SL,1.5142606
2025-01-06 01:40:00,GBPUSD,SELL,1.7200156450271606,1.24135,1.2428448,1.2428448,1.2390873,-0.20711482,-0.20718361,6.880062574055046e-05,10.45994758605957,10.252798,265,SL,1.5137609
2025-01-06 01:45:00,EURUSD,BUY,1.7272560596466064,1.0294502,1.0307392,1.0285982,1.0307392,0.21627568,0.21620658,6.909023795742542e-05,10.252765655517578,10.469007,120,TP,1.5129045
2025-01-06 02:05:00,USDJPY,BUY,1.6743667125701904,157.4281,157.58745,157.32286,157.58745,0.16947813,0.16941115,6.697466596961021e-05,10.468973159790039,10.638418,35,TP,1.5142884
2025-01-06 02:05:00,USDCHF,BUY,1.6760649681091309,0.9088558,0.9098156,0.908222,0.9098156,0.17700388,0.17693684,6.704259430989623e-05,10.638418197631836,10.815389,20,TP,1.514354
2025-01-06 02:10:00,GBPUSD,BUY,1.6411768198013306,1.2430446,1.2421261,1.2421261,1.244435,-0.12126944,-0.12133509,6.564707291545346e-05,10.815320014953613,10.694018,30,SL,1.5136172
2025-01-06 03:10:00,GBPUSD,BUY,1.7109147310256958,1.2417998,1.2431763,1.2408901,1.2431763,0.18965138,0.18958294,6.843658775324002e-05,10.693984031677246,10.883601,60,TP,1.513059
2025-01-06 03:15:00,EURUSD,BUY,1.7303584814071655,1.029692,1.0306476,1.0290602,1.0306476,0.16058187,0.16051266,6.921433669049293e-05,10.883565902709961,11.044113,70,TP,1.5123591
2025-01-06 04:30:00,USDJPY,SELL,1.768089771270752,157.52477,157.68513,157.68513,157.2819,-0.18000238,-0.1800731,7.0723588578403e-05,11.04407787322998,10.86404,75,SL,1.5143067
2025-01-06 08:35:00,GBPUSD,BUY,1.742248773574829,1.2430854,1.2444042,1.2422141,1.2444042,0.18483841,0.18476872,6.968995148781687e-05,10.864006042480469,11.048809,325,TP,1.5135037
2025-01-06 09:15:00,USDJPY,BUY,1.767613172531128,157.6872,157.57962,157.57962,157.85008,-0.120586865,-0.12065757,7.070452556945384e-05,11.048773765563965,10.928152,40,SL,1.5140334
2025-01-06 09:25:00,USDCHF,SELL,1.731606364250183,0.9099663,0.90899134,0.91061014,0.90899134,0.1855272,0.18545794,6.926424975972623e-05,10.928116798400879,11.113609,440,TP,1.5143673
2025-01-06 09:30:00,EURUSD,BUY,1.7382161617279053,1.0311366,1.0320634,1.0305239,1.0320634,0.156222,0.15615247,6.952864350751042e-05,11.113574028015137,11.269762,300,TP,1.5124301
2025-01-06 09:45:00,GBPUSD,BUY,1.748922348022461,1.2441674,1.2453159,1.2434083,1.2453159,0.161439,0.16136904,6.995689182076603e-05,11.269725799560547,11.431129,30,TP,1.5128877
2025-01-06 10:00:00,EURUSD,SELL,1.805095911026001,1.0325938,1.0333194,1.0333194,1.0314959,-0.12682733,-0.12689954,7.220383122330531e-05,11.431093215942383,11.30423,30,SL,1.5132301
2025-01-06 10:00:00,USDCHF,SELL,1.829864501953125,0.908571,0.9077389,0.9091204,0.9077389,0.1675813,0.16750811,7.319457654375583e-05,11.304229736328125,11.471775,15,TP,1.5145682
2025-01-06 10:05:00,USDJPY,SELL,1.7790766954421997,157.56374,157.67549,157.67549,157.39452,-0.12618473,-0.1262559,7.116306369425729e-05,11.471700668334961,11.345481,40,SL,1.5141709
2025-01-06 10:15:00,GBPUSD,SELL,1.8371104001998901,1.2459005,1.2467887,1.2467887,1.2445565,-0.13097142,-0.1310449,7.348441431531683e-05,11.345444679260254,11.214437,15,SL,1.5130557
2025-01-06 10:50:00,USDCHF,SELL,1.8165090084075928,0.90788305,0.90680116,0.90859723,0.90680116,0.21646531,0.21639265,7.266036118380725e-05,11.214400291442871,11.430829,45,TP,1.51491
2025-01-06 10:55:00,EURUSD,SELL,1.837834119796753,1.033486,1.0343226,1.0343226,1.03222,-0.14877336,-0.14884686,7.351336535066366e-05,11.430792808532715,11.281982,55,SL,1.5132427
2025-01-06 11:00:00,GBPUSD,SELL,1.7958836555480957,1.2470001,1.2479831,1.2479831,1.2455125,-0.14156802,-0.14163986,7.183534762589261e-05,11.281946182250977,11.140342,45,SL,1.5133817
2025-01-06 11:05:00,EURUSD,SELL,1.8060787916183472,1.0351042,1.0362775,1.0362775,1.0333289,-0.20473412,-0.20480636,7.224315049825236e-05,11.140341758728027,10.935572,10,SL,1.5128853
2025-01-06 12:05:00,GBPUSD,SELL,1.7509149312973022,1.2487526,1.246651,1.2501414,1.246651,0.29466355,0.2945935,7.00365926604718e-05,10.935501098632812,11.230129,60,TP,1.5131518
2025-01-06 12:25:00,USDJPY,SELL,1.829748511314392,157.66628,157.78113,157.78113,157.49239,-0.13328908,-0.13336228,7.31899417587556e-05,11.230093002319336,11.096767,95,SL,1.5140002
2025-01-06 12:40:00,EURUSD,SELL,1.7508519887924194,1.0364937,1.0342046,1.0380065,1.0342046,0.386669,0.38659897,7.003407517913729e-05,11.096732139587402,11.483366,95,TP,1.5130411
2025-01-06 13:05:00,GBPUSD,SELL,1.79705011844635,1.2467479,1.2481309,1.2481309,1.2446555,-0.19935381,-0.1994257,7.188200106611475e-05,11.483328819274902,11.283938,60,SL,1.5128747
2025-01-06 13:10:00,EURUSD,SELL,1.8376437425613403,1.0343392,1.0355453,1.0355453,1.0325146,-0.21429059,-0.2143641,7.350574742304161e-05,11.283902168273926,11.069574,30,SL,1.5127153
2025-01-06 13:10:00,GBPUSD,SELL,1.8057150840759277,1.2482957,1.2498198,1.2498198,1.2459903,-0.2204665,-0.22053872,7.2228598583024e-05,11.069574356079102,10.8490715,5,SL,1.5126305
2025-01-06 13:10:00,USDJPY,SELL,1.776203989982605,157.86472,157.69939,157.97392,157.69939,0.18601876,0.18594772,7.104815449565649e-05,10.849071502685547,11.035055,45,TP,1.5139581
2025-01-06 13:20:00,EURUSD,SELL,1.7665172815322876,1.0379121,1.0398424,1.0398424,1.0349929,-0.32852462,-0.32859528,7.066068792482838e-05,11.03494930267334,10.706389,10,SL,1.5123454
2025-01-06 13:20:00,GBPUSD,SELL,1.7668581008911133,1.2505939,1.252523,1.252523,1.2476759,-0.27253836,-0.27260903,7.067432306939736e-05,10.706389427185059,10.433816,10,SL,1.5126626
2025-01-06 14:35:00,XAUUSD,SELL,1.7667927742004395,2643.8735,2635.2842,2649.5488,2635.2842,0.5739916,0.5739209,7.067171100061387e-05,10.433749198913574,11.007706,85,TP,1.5134891
2025-01-06 15:20:00,USDJPY,BUY,1.7619757652282715,156.79219,156.48528,156.48528,157.2569,-0.34490067,-0.34497115,7.047902909107506e-05,11.007670402526855,10.662734,45,SL,1.5141401
2025-01-06 15:25:00,EURUSD,SELL,1.6707799434661865,1.0408386,1.0432534,1.0432534,1.0371857,-0.3876333,-0.3877001,6.683119863737375e-05,10.662699699401855,10.275033,125,SL,1.5127019
2025-01-06 16:15:00,EURUSD,SELL,1.6442461013793945,1.0435753,1.040438,1.0456493,1.040438,0.49429873,0.49423295,6.576984014827758e-05,10.27500057220459,10.769267,50,TP,1.512708
2025-01-06 16:15:00,GBPUSD,SELL,1.6710560321807861,1.2527837,1.2494471,1.2549889,1.2494471,0.4450537,0.44498685,6.684223626507446e-05,10.769267082214355,11.214288,175,TP,1.5129514
2025-01-06 16:15:00,USDJPY,BUY,1.7067674398422241,156.4108,156.8868,156.09651,156.8868,0.5194128,0.51934457,6.827069591963664e-05,11.214287757873535,11.733666,55,TP,1.5145271
2025-01-06 16:25:00,USDCHF,BUY,1.8783599138259888,0.90625054,0.9044202,0.9044202,0.90902156,-0.3793693,-0.37944442,7.513439777540043e-05,11.73355484008789,11.354148,10,SL,1.5139377
2025-01-06 18:20:00,GBPUSD,BUY,1.8787405490875244,1.2475388,1.2515025,1.2449195,1.2515025,0.59691775,0.5968426,7.51496190787293e-05,11.354111671447754,11.950993,125,TP,1.5132437
2025-01-07 02:00:00,USDJPY,BUY,1.877847671508789,157.21828,157.81502,156.824,157.81502,0.7127595,0.7126844,7.511390140280128e-05,11.95095443725586,12.663676,585,TP,1.5135475
2025-01-07 03:50:00,GBPUSD,BUY,2.026911735534668,1.2506176,1.2514904,1.2500409,1.2514904,0.14144605,0.14136498,8.107646863209084e-05,12.66363525390625,12.80504,110,TP,1.5131764
2025-01-07 05:30:00,GBPUSD,SELL,2.0513951778411865,1.2522649,1.252631,1.2531189,1.2509723,-0.059971243,-0.0600533,8.205580525100231e-05,12.804999351501465,12.7449875,100,MANUAL,1.5136269
2025-01-07 07:35:00,GBPUSD,BUY,2.040173053741455,1.252631,1.253648,1.2519587,1.253648,0.1656551,0.1655735,8.160692232195288e-05,12.744946479797363,12.910561,125,TP,1.5130634
2025-01-07 09:15:00,EURUSD,SELL,1.8169033527374268,1.0382118,1.041209,1.041209,1.0336776,-0.52451247,-0.5245851,7.26761354599148e-05,12.91051959991455,12.385971,1010,SL,1.512856
2025-01-07 09:15:00,USDJPY,BUY,2.0661773681640625,157.81213,157.68288,157.68288,158.00786,-0.1692318,-0.16931444,8.264709322247654e-05,12.385971069335938,12.216699,100,SL,1.5142325
2025-01-07 09:20:00,USDCHF,SELL,1.9131234884262085,0.90461695,0.90237176,0.9060997,0.90237176,0.4748221,0.47474557,7.652493513887748e-05,12.216620445251465,12.691404,900,TP,1.5141928
2025-01-07 09:40:00,EURUSD,SELL,1.956305742263794,1.041316,1.0420073,1.0420073,1.0402701,-0.12987255,-0.12995079,7.825222564861178e-05,12.691363334655762,12.561452,25,SL,1.5129995
2025-01-07 09:50:00,EURUSD,SELL,2.0117130279541016,1.0423816,1.0411358,1.0432049,1.0411358,0.24044026,0.2403598,8.046851871768013e-05,12.56141185760498,12.801812,10,TP,1.5132678
2025-01-07 10:10:00,GBPUSD,SELL,1.9560143947601318,1.2551877,1.2540246,1.2559565,1.2540246,0.1812549,0.18117665,7.824057684047148e-05,12.80177116394043,12.982987,55,TP,1.513004
2025-01-07 10:55:00,GBPUSD,BUY,2.078137159347534,1.2537984,1.2555113,1.2526662,1.2555113,0.28391162,0.2838285,8.31254874356091e-05,12.982945442199707,13.266815,45,TP,1.5129533
2025-01-07 11:00:00,EURUSD,BUY,2.0504772663116455,1.0409957,1.0424868,1.0400105,1.0424868,0.2937,0.293618,8.201909076888114e-05,13.266772270202637,13.5604315,70,TP,1.5133071
2025-01-07 11:00:00,USDJPY,BUY,2.0321309566497803,157.57664,157.4099,157.4099,157.82925,-0.21504067,-0.21512195,8.12852376839146e-05,13.560431480407715,13.34535,100,SL,1.5148686
2025-01-07 11:15:00,USDJPY,SELL,2.137286424636841,157.40265,157.59184,157.59184,157.11607,-0.25689605,-0.25698155,8.549145422875881e-05,13.345264434814453,13.0883255,15,SL,1.5147619
2025-01-07 13:20:00,GBPUSD,SELL,2.124166488647461,1.256159,1.2542738,1.2574048,1.2542738,0.31878346,0.3186985,8.496665395796299e-05,13.08828353881836,13.407024,145,TP,1.513184
2025-01-07 13:25:00,EURUSD,SELL,2.1370773315429688,1.0432038,1.0412414,1.0445008,1.0412414,0.4020164,0.40193093,8.548309415346012e-05,13.406981468200684,13.808955,145,TP,1.5130806
2025-01-07 14:40:00,EURUSD,BUY,2.2095911502838135,1.0407652,1.039573,1.039573,1.0425688,-0.253112,-0.25320038,8.838364738039672e-05,13.808911323547363,13.555756,75,SL,1.5128777
2025-01-07 14:55:00,GBPUSD,BUY,2.1453800201416016,1.2540553,1.2528001,1.2528001,1.2559543,-0.21472608,-0.21481189,8.58151979628019e-05,13.55571174621582,13.340942,95,SL,1.5130247
2025-01-07 17:00:00,EURUSD,BUY,2.169625997543335,1.0393116,1.0380279,1.0380279,1.0412544,-0.2679937,-0.26808047,8.678503945702687e-05,13.340899467468262,13.072862,140,SL,1.5132929
2025-01-07 17:00:00,GBPUSD,BUY,2.134888172149658,1.2525641,1.2512691,1.2512691,1.2545239,-0.22071663,-0.22080202,8.539552800357342e-05,13.072861671447754,12.852102,125,SL,1.5133995
2025-01-07 17:00:00,USDJPY,BUY,2.0960330963134766,157.59372,157.8915,157.39716,157.8915,0.396048,0.39596418,8.384132524952292e-05,12.852102279663086,13.248108,345,TP,1.5149204
2025-01-07 17:45:00,USDJPY,BUY,2.1227376461029053,158.27504,158.02176,158.02176,158.65865,-0.33969244,-0.33977735,8.490950131090358e-05,13.247981071472168,12.908246,45,SL,1.5146065
2025-01-07 22:40:00,EURUSD,BUY,2.0663833618164062,1.0362821,1.0345819,1.0345819,1.038855,-0.33901852,-0.33910117,8.26553296064958e-05,12.908205032348633,12.569145,295,SL,1.5133725
2025-01-08 08:00:00,EURUSD,BUY,2.011244773864746,1.0344276,1.0355546,1.0336826,1.0355546,0.21912429,0.21904384,8.044979040278122e-05,12.56910514831543,12.788189,560,TP,1.512777
2025-01-08 08:55:00,EURUSD,BUY,2.046854019165039,1.0355369,1.0351778,1.0351778,1.0360802,-0.07097189,-0.071053766,8.187416096916422e-05,12.788147926330566,12.717135,50,SL,1.5135074
2025-01-08 09:00:00,EURUSD,BUY,2.0365331172943115,1.0350477,1.0345496,1.0345496,1.0358018,-0.097996294,-0.09807776,8.146132313413545e-05,12.717094421386719,12.619057,5,SL,1.5140043
2025-01-08 09:40:00,EURUSD,BUY,2.0193941593170166,1.0342613,1.0336502,1.0336502,1.035186,-0.11933401,-0.11941479,8.077576785581186e-05,12.619016647338867,12.499642,40,SL,1.5129704
2025-01-08 09:40:00,GBPUSD,SELL,2.1210689544677734,1.2497038,1.247069,1.2514448,1.247069,0.44718722,0.44710237,8.484275895170867e-05,12.499642372131348,12.946788,1000,TP,1.5132711
2025-01-08 10:05:00,EURUSD,BUY,2.073091745376587,1.0334089,1.0326005,1.0326005,1.0346324,-0.16216241,-0.16224533,8.292366692330688e-05,12.94670581817627,12.784502,25,SL,1.5135475
2025-01-08 10:05:00,GBPUSD,BUY,2.073005199432373,1.2467391,1.245703,1.245703,1.2483077,-0.17228784,-0.17237076,8.292020356748253e-05,12.784502029418945,12.612173,25,SL,1.5136954
2025-01-08 10:15:00,EURUSD,BUY,2.0193827152252197,1.032118,1.0337032,1.0310705,1.0337032,0.31015998,0.31007922,8.077530947048217e-05,12.612092971801758,12.922213,10,TP,1.5134087
2025-01-08 12:45:00,USDJPY,SELL,2.0695714950561523,158.17955,158.31487,158.31487,157.97462,-0.17704181,-0.17712459,8.278285531559959e-05,12.922171592712402,12.745089,150,SL,1.5143929
2025-01-08 12:55:00,XAUUSD,SELL,2.120502233505249,2652.6377,2658.973,2658.973,2643.0454,-0.50643235,-0.5065172,8.482008706778288e-05,12.745047569274902,12.238573,1195,SL,1.5140895
2025-01-08 13:05:00,GBPUSD,BUY,2.018773317337036,1.2450444,1.2438065,1.2438065,1.2469176,-0.20071395,-0.2007947,8.075092773651704e-05,12.238533973693848,12.03778,180,SL,1.5133183
