,num_trades,win_rate,profit_factor,total_pnl
USDCHF,513.0,0.42884990253411304,0.6659750938415527,-64847.08203125
EURUSD,2031.0,0.4544559330379124,1.3137755393981934,716544.125
GBPUSD,1957.0,0.44149207971384774,1.3003677129745483,790121.0
XAUUSD,316.0,0.41455696202531644,0.43680185079574585,-401484.84375
USDJPY,1349.0,0.429948109710897,1.0041230916976929,3355.080322265625
